NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
4974,,,1128,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.735,,,0.255,,,,1.88,enzymatic assay and spectrophotometry,,
4975,,,1129,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.334,,,0.282,,,,1.25,enzymatic assay and spectrophotometry,,
4976,,,1130,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.474,,,0.16,,,,2.69,enzymatic assay and spectrophotometry,,
4977,,,1131,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.488,,,0.11,,,,1.49,enzymatic assay and spectrophotometry,,
4978,,,1132,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.261,,,0.163,,,,1.1,enzymatic assay and spectrophotometry,,
4979,,,1133,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.293,,,0.172,,,,1.13,enzymatic assay and spectrophotometry,,
4980,,,1134,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.54,,,0.013,,,,3.14,enzymatic assay and spectrophotometry,,
4981,,,1135,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.41,,,0.013,,,,2.91,enzymatic assay and spectrophotometry,,
4982,,,1136,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.61,,,0.012,,,,3.13,enzymatic assay and spectrophotometry,,
4983,,,1137,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.25,,,0.012,,,,2.91,enzymatic assay and spectrophotometry,,
4984,,,1138,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.25,,,0.012,,,,2.91,enzymatic assay and spectrophotometry,,
4985,,,1139,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.833,,,0.093,,,,3.13,enzymatic assay and spectrophotometry,,
4986,,,1140,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.667,,,0.093,,,,3.13,enzymatic assay and spectrophotometry,,
4987,,,1141,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.781,,,0.093,,,,2.9,enzymatic assay and spectrophotometry,,
4988,,,1142,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.562,,,,,,,2.3,enzymatic assay and spectrophotometry,,
4989,,,1143,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.559,,,,,,,2.3,enzymatic assay and spectrophotometry,,
4990,,,1144,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.483,,,,,,,2.3,enzymatic assay and spectrophotometry,,
4991,,,1145,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.51,,,0.594,,,,2,enzymatic assay and spectrophotometry,,
4992,,,1146,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.49,,,0.592,,,,2,enzymatic assay and spectrophotometry,,
4993,,,1147,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.667,,,0.454,,,,1.29,enzymatic assay and spectrophotometry,,
4994,,,1148,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.645,,,0.461,,,,1.29,enzymatic assay and spectrophotometry,,
4995,,,1149,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.322,,,0.474,,,,0.86,enzymatic assay and spectrophotometry,,
4996,,,1150,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.182,,,0.704,,,,0.52,enzymatic assay and spectrophotometry,,
4997,,,1151,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.287,,,0.723,,,,0.64,enzymatic assay and spectrophotometry,,
4998,,,1152,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.595,,,0.288,,,,2.28,enzymatic assay and spectrophotometry,,
4999,,,1153,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.22,,,0.777,,,,0.43,enzymatic assay and spectrophotometry,,
5000,,,1154,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.505,,,0.268,,,,1.42,enzymatic assay and spectrophotometry,,
5001,,,1155,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.121,,,1.65,,,,0.01,enzymatic assay and spectrophotometry,,
5002,,,1156,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.56,,,0.013,,,,2.91,enzymatic assay and spectrophotometry,,
5003,,,1157,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.606,,,,,,,2.3,enzymatic assay and spectrophotometry,,
5004,,,1158,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.313,,,0.472,,,,0.86,enzymatic assay and spectrophotometry,,
5005,,,1159,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.313,,,0.472,,,,0.86,enzymatic assay and spectrophotometry,,
5006,,,1160,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.508,,,1.67,,,,0.7,enzymatic assay and spectrophotometry,,
5007,,,1161,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.259,,,0.482,,,,0.76,enzymatic assay and spectrophotometry,,
5008,,,1162,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.145,,,0.748,,,,0.43,enzymatic assay and spectrophotometry,,
5009,,,1163,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.87,,,0.258,,,,1.88,enzymatic assay and spectrophotometry,,
5010,,,1164,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.72,,,0.013,,,,3.14,enzymatic assay and spectrophotometry,,
5011,,,1165,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.775,,,0.093,,,,2.9,enzymatic assay and spectrophotometry,,
5012,,,1166,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.348,,,0.286,,,,1.23,enzymatic assay and spectrophotometry,,
5013,,,1167,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.109,,,3.15,,,,-0.03,enzymatic assay and spectrophotometry,,
5014,,,1168,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.265,,,0.216,,,,1.13,enzymatic assay and spectrophotometry,,
5015,,,1169,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.444,,,0.17,,,,2.69,enzymatic assay and spectrophotometry,,
5016,,,1170,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.59,,,0.012,,,,3.14,enzymatic assay and spectrophotometry,,
5017,,,1171,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.575,,,,,,,2.3,enzymatic assay and spectrophotometry,,
5018,,,1172,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.704,,,0.183,,,,1.99,enzymatic assay and spectrophotometry,,
5019,,,1173,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.513,,,0.298,,,,2.28,enzymatic assay and spectrophotometry,,
5020,,,1174,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.549,,,0.283,,,,2.29,enzymatic assay and spectrophotometry,,
5021,,,1175,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.326,,,0.282,,,,1.25,enzymatic assay and spectrophotometry,,
5022,,,1176,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,6.4,0.758,,,0.284,,,,1.63,enzymatic assay and spectrophotometry,,
5023,,,1177,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.658,,,0.276,,,,2.11,enzymatic assay and spectrophotometry,,
5024,,,1178,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.233,,,0.395,,,,0.88,enzymatic assay and spectrophotometry,,
5025,,,1179,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.427,,,0.227,,,,3.3,enzymatic assay and spectrophotometry,,
5026,,,1180,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.427,,,0.227,,,,3.3,enzymatic assay and spectrophotometry,,
5027,,,1181,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.153,,,0.654,,,,0.43,enzymatic assay and spectrophotometry,,
5028,,,1182,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.645,,,0.129,,,,1.53,enzymatic assay and spectrophotometry,,
5029,,,1183,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,1.33,,,0.012,,,,2.9,enzymatic assay and spectrophotometry,,
5030,,,1184,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.485,,,,,,,2.3,enzymatic assay and spectrophotometry,,
5031,,,1185,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.526,,,1.55,,,,0.7,enzymatic assay and spectrophotometry,,
5032,,,1186,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,8.4,0.538,,,0.191,,,,2.29,enzymatic assay and spectrophotometry,,
5033,,,1187,adenylate kinase,2 kegg:C00008 = kegg:C00020 + kegg:C00002,,2.7.4.3,2 ADP(aq) = AMP(aq) + ATP(aq),,74LAN,298.15,7.4,0.758,,,0.263,,,,1.88,enzymatic assay and spectrophotometry,,
5034,,,1312,adenine phosphoribosyltransferase,kegg:C00020 + kegg:C00013 = kegg:C00147 + kegg:C00119,,2.4.2.7,AMP(aq) + pyrophosphate(aq) = adenine(aq) + 5-phospho--D-ribose 1-diphosphate(aq),,66HOR/HEN,303.15,7.4,0.0035,,,,,,,,radioactivity,,
5035,,,1478,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,,3.1.3.11,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",,79LAW/VEE,310.15,6.99,227,,,0.25,,,,,enzymatic assay; spectrophotometry,,
5036,,,1479,fructose-biphosphatase,kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,,3.1.3.11,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",,79LAW/VEE,310.15,6.99,174,,,0.25,,,,2.22,enzymatic assay; spectrophotometry,,
5037,,,1772,phosphoglucomutase,kegg:C00085 + kegg:C01231 = kegg:C00092 + kegg:C00354,,5.4.2.2,"D-fructose 6-phosphate(aq) + D-glucose 1,6-diphosphate(aq) =-D-glucose 6-phosphate(aq) + D-fructose 1,6-bisphosphate(aq)",,69PAS/LOW,311.15,7,12,,,,,,,,fluorimetry,,
5038,,,2035,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,5.6,6.67,,,,,,,,chromatography,,
5039,,,2036,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,5.6,4.83,,,,,,,,chromatography,,
5040,,,2037,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,5.6,8.06,,,,,,,,chromatography,,
5041,,,2038,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,6,20.4,,,,,,,,chromatography,,
5042,,,2039,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,5.1,2.09,,,,,,,,chromatography,,
5043,,,2040,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,6,15,,,,,,,,chromatography,,
5044,,,2041,penicillin amidase,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,,3.5.1.11,amoxicillin(aq) + H2O(l) = 6-aminopenicillanic acid(aq) + D-(4-hydroxyphenyl)glycine(aq),,98DIE/STR,298.15,5.1,1.85,,,,,,,,chromatography,,
5045,,,2373,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.19,,,,,,,,,calorimetry,,
5046,,,2374,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.38,,,,,,,,,calorimetry,,
5047,,,2375,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,8.83,,,,,,,,,calorimetry,,
5048,,,2376,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.86,,,,,,,,,calorimetry,,
5049,,,2377,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.09,,,,,,,,,calorimetry,,
5050,,,2378,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,304.55,7.97,,,,,,,,,calorimetry,,
5051,,,2379,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.47,,,,,,,,,calorimetry,,
5052,,,2380,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,310.15,7.84,,,,,,,,,calorimetry,,
5053,,,2381,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,8.17,,,,,,,,,calorimetry,,
5054,,,2382,adenosine deaminase,kegg:C00212 + kegg:C00001 = kegg:C00294 + kegg:C00014,,3.5.4.4,adenosine(aq) + H2O(l) = inosine(aq) + ammonia(aq),,93LAR/TEW,298.15,7.49,,,,,,,,,calorimetry,,
5055,,,2519,alanine racemase,kegg:C00041 = kegg:C00133,,5.1.1.1,L-alanine(aq) = D-alanine(aq),,84WAS/DAU,310.15,9.2,1.01,,,,,,,,spectrophotometry,,
5056,,,3662,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,5,320,,,,,,,,chromatography and radioactivity,,
5057,,,3663,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,5,214,,,,,,,2,chromatography and radioactivity,,
5058,,,3664,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,6,100,,,,,,,2,chromatography and radioactivity,,
5059,,,3665,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,6.1,120,,,,,,,2.3,chromatography and radioactivity,,
5060,,,3666,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,6.1,100,,,,,,,1.72,chromatography and radioactivity,,
5061,,,3667,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,6.1,96,,,,,,,1.3,chromatography and radioactivity,,
5062,,,3668,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,6.1,74,,,,,,,0.76,chromatography and radioactivity,,
5063,,,3669,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,63,,,,,,,,chromatography and radioactivity,,
5064,,,3670,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,56,,,,,,,3,chromatography and radioactivity,,
5065,,,3671,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,56,,,,,,,2.72,chromatography and radioactivity,,
5066,,,3672,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,61,,,,,,,2.3,chromatography and radioactivity,,
5067,,,3673,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,63,,,,,,,2,chromatography and radioactivity,,
5068,,,3674,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,61,,,,,,,1,chromatography and radioactivity,,
5069,,,3675,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,56,,,,,,,0.7,chromatography and radioactivity,,
5070,,,3676,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7,21,,,,,,,2.1,chromatography and radioactivity,,
5071,,,3677,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7.2,58,,,,,,,2.1,chromatography and radioactivity,,
5072,,,3678,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7.2,29,,,,,,,2.1,chromatography and radioactivity,,
5073,,,3679,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7.8,45,,,,,,,,chromatography and radioactivity,,
5074,,,3680,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7.8,47,,,,,,,3,chromatography and radioactivity,,
5075,,,3681,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,7.8,45,,,,,,,2,chromatography and radioactivity,,
5076,,,3682,alkaline phosphatase,kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,,3.1.3.1,L-O-phosphoserine(aq) + H2O(l) = L-serine(aq) + orthophosphate(aq),,89ROM/DEM,308.15,8,53,,,,,,,2,chromatography and radioactivity,,
